262791|000020|01|01008424|99||12307075|1|7.33||7.33
262791|000020|01|01008424|99||12340511|1|16.01||16.01
262791|000020|01|01008424|99||12276821|1|18.33||18.33
262792|000020|01|01003089|99||12266894|1|25.5||25.5
262793|000006|01|01000396|99||12323614|1|22||22.0
262793|000006|01|01000396|99||12266894|1|25.5||25.5
262794|000005|01|01003064|99||12340511|1|16.01||16.01
262794|000005|01|01003064|99||12341117|1|24.2||24.2
262795|000010|01|01000473|99||12380801|1|5.12||5.12
262795|000010|01|01000473|99||12180615|3|2.92||8.76
262795|000010|01|01000473|99||12338581|1|25.15||25.15
262795|000010|01|01000473|99||12370836|1|26.68||26.68
262795|000010|01|01000473|99||12340511|1|16.01||16.01
262795|000010|01|01000473|99||12342970|1|22.37||22.37
262795|000010|01|01000473|99||12276821|1|18.33||18.33
262795|000010|01|01000473|99||12262529|1|5||5.0
262795|000010|01|01000473|99||12302494|1|15.46||15.46
262795|000010|01|01000473|99||12323614|1|22||22.0
262795|000010|01|01000473|99||12365968|1|21.8||21.8
262795|000010|01|01000473|99||BN000208|3|0||0.0
262796|000020|01|01002482|99||12323614|1|22||22.0
262796|000020|01|01002482|99||12341117|1|24.2||24.2
262796|000020|01|01002482|99||12340511|1|16.01||16.01
262796|000020|01|01002482|99||12266894|1|25.5||25.5
262796|000020|01|01002482|99||12338581|1|25.15||25.15
262796|000020|01|01002482|99||12262529|2|5||10.0
262796|000020|01|01002482|99||BN000208|3|0||0.0
262797|000010|01|01008313|99||12266894|1|25.5||25.5
262797|000010|01|01008313|99||12370836|1|26.68||26.68
262797|000010|01|01008313|99||12323614|1|22||22.0
262797|000010|01|01008313|99||12291834|1|25.08||25.08
262797|000010|01|01008313|99||12342970|1|22.37||22.37
262797|000010|01|01008313|99||12340511|1|16.01||16.01
262797|000010|01|01008313|99||BN000208|3|0||0.0
262798|000005|01|01000656|99||12341117|1|24.2||24.2
262798|000005|01|01000656|99||12291834|1|25.08||25.08
262799|000009|01|01000430|99||12291834|1|25.08||25.08
262799|000009|01|01000430|99||12323614|1|22||22.0
262800|000005|01|01004280|99||12341117|1|24.2||24.2
262800|000005|01|01004280|99||12338581|1|25.15||25.15
262800|000005|01|01004280|99||12307075|1|7.33||7.33
262801|000009|01|01000432|99||12370836|1|26.68||26.68
262801|000009|01|01000432|99||12266894|1|25.5||25.5
262801|000009|01|01000432|99||12276821|1|18.33||18.33
262801|000009|01|01000432|99||12162636|1|10.2||10.2
262801|000009|01|01000432|99||12262529|1|5||5.0
262802|000005|01|01008278|99||12307075|1|7.33||7.33
262802|000005|01|01008278|99||12266894|1|25.5||25.5
262803|000010|01|01000468|99||12370836|1|26.68||26.68
262803|000010|01|01000468|99||12266894|1|25.5||25.5
262803|000010|01|01000468|99||12323614|1|22||22.0
262803|000010|01|01000468|99||12276821|1|18.33||18.33
262803|000010|01|01000468|99||12357039|12|1.57||18.84
262803|000010|01|01000468|99||12302494|2|15.46||30.92
262803|000010|01|01000468|99||BN000208|3|0||0.0
262804|000014|01|01003800|99||3401003361|15|1.13||16.95
262804|000014|01|01003800|99||3401003378|15|1.13||16.95
262804|000014|01|01003800|99||12276821|1|18.33||18.33
262804|000014|01|01003800|99||12342970|1|22.37||22.37
262804|000014|01|01003800|99||12340511|1|16.01||16.01
262804|000014|01|01003800|99||12374032|1|25.5||25.5
262804|000014|01|01003800|99||12370836|2|26.68||53.36
262804|000014|01|01003800|99||12291834|2|25.08||50.16
262804|000014|01|01003800|99||12341117|1|24.2||24.2
262804|000014|01|01003800|99||12221085|1|14.44||14.44
262804|000014|01|01003800|99||12266894|2|25.5||51.0
262804|000014|01|01003800|99||12276820|1|16.96||16.96
262804|000014|01|01003800|99||12380801|1|5.12||5.12
262804|000014|01|01003800|99||12307075|1|7.33||7.33
262804|000014|01|01003800|99||12365968|1|21.8||21.8
262804|000014|01|01003800|99||12180615|6|2.92||17.52
262804|000014|01|01003800|99||12423857|1|21.95||21.95
262804|000014|01|01003800|99||BN000209|8|0||0.0
262804|000014|01|01003800|99||BN000200|2|0||0.0
262805|000010|01|01005527|99||12342970|1|22.37||22.37
262805|000010|01|01005527|99||12276821|1|18.33||18.33
262805|000010|01|01005527|99||12370836|1|26.68||26.68
262805|000010|01|01005527|99||12291834|1|25.08||25.08
262805|000010|01|01005527|99||12302494|1|15.46||15.46
262806|000009|01|01000615|99||12323614|1|22||22.0
262806|000009|01|01000615|99||12370836|2|26.68||53.36
262806|000009|01|01000615|99||12338581|1|25.15||25.15
262806|000009|01|01000615|99||12291834|1|25.08||25.08
262806|000009|01|01000615|99||12357039|8|1.57||12.56
262806|000009|01|01000615|99||12325763|3|4||12.0
262806|000009|01|01000615|99||BN000208|3|0||0.0
262807|000009|01|01000441|99||12266894|1|25.5||25.5
262808|000019|01|01002970|99||12357039|6|1.57||9.42
262808|000019|01|01002970|99||12412409|1|15.34||15.34
262809|000005|01|01006182|99||12370836|1|26.68||26.68
262809|000005|01|01006182|99||12291834|1|25.08||25.08
262809|000005|01|01006182|99||12323614|1|22||22.0
262809|000005|01|01006182|99||12342970|1|22.37||22.37
262809|000005|01|01006182|99||12307075|2|7.33||14.66
262809|000005|01|01006182|99||12302494|2|15.46||30.92
262809|000005|01|01006182|99||12380801|3|5.12||15.36
262809|000005|01|01006182|99||BN000208|3|0||0.0
262810|000008|01|01005224|99||12266894|1|25.5||25.5
262810|000008|01|01005224|99||3401003361|3|1.13||3.39
262810|000008|01|01005224|99||3401003378|3|1.13||3.39
262811|000012|01|01006337|99||12341117|1|24.2||24.2
262811|000012|01|01006337|99||3401003361|3|1.13||3.39
262811|000012|01|01006337|99||3401003378|3|1.13||3.39
262812|000007|01|01005244|99||12323614|1|22||22.0
262812|000007|01|01005244|99||12342970|1|22.37||22.37
262812|000007|01|01005244|99||12276821|1|18.33||18.33
262812|000007|01|01005244|99||12338581|1|25.15||25.15
262812|000007|01|01005244|99||12262529|5|5||25.0
262812|000007|01|01005244|99||12380801|5|5.12||25.6
262812|000007|01|01005244|99||12357039|6|1.57||9.42
262812|000007|01|01005244|99||12302494|2|15.46||30.92
262812|000007|01|01005244|99||BN000208|3|0||0.0
262813|000017|01|01002459|99||12302494|2|15.46||30.92
262814|000020|01|01007083|99||12262529|1|5||5.0
262814|000020|01|01007083|99||12374032|1|25.5||25.5
262814|000020|01|01007083|99||12354527|1|26.95||26.95
262814|000020|01|01007083|99||12340511|1|16.01||16.01
262814|000020|01|01007083|99||12276820|1|16.96||16.96
262814|000020|01|01007083|99||12323614|1|22||22.0
262814|000020|01|01007083|99||12302494|1|15.46||15.46
262814|000020|01|01007083|99||BN000208|3|0||0.0
262815|000010|01|01004259|99||12370836|1|26.68||26.68
262815|000010|01|01004259|99||12262529|1|5||5.0
262815|000010|01|01004259|99||12307075|1|7.33||7.33
