048|12077014|1302
048|12112702|1787
048|12162636|1106
048|12170579|1077
048|12180615|4024
048|12188190|986
048|12204872|0
048|12221085|1437
048|12227325|862
048|12234462|1942
048|12260258|396
048|12262529|2489
048|12266894|11119
048|12275268|297
048|12276820|3049
048|12276821|4039
048|12291834|7537
048|12295077|675
048|12295078|0
048|12302494|9911
048|12307075|6075
048|12314295|503
048|12323614|3844
048|12325763|762
048|12330319|16845
048|12334105|26
048|12338581|2515
048|12339724|739
048|12339825|0
048|12340511|5983
048|12341117|1571
048|12341295|0
048|12341298|4447
048|12341330|0
048|12342970|5427
048|12343058|0
048|12348027|2878
048|12354527|1983
048|12357039|24777
048|12365968|1687
048|12370836|5260
048|12374032|1944
048|12377462|4
048|12377653|0
048|12377654|0
048|12378932|0
048|12380801|3376
048|12381789|808
048|12382642|73
048|12382645|82
048|12382649|1757
048|12394214|304
048|12394215|250
048|12410097|0
048|12412409|834
048|12412410|19
048|22357040|0
048|22357041|0
048|3401003354|5949
048|3401003361|5672
048|3401003378|4980
048|BN000002|0
048|BN000005|0
048|BN000009|0
048|BN000013|0
048|BN000024|0
048|BN000059|0
048|BN000070|0
048|BN000084|0
048|BN000098|0
048|BN000100|0
048|BN000121|0
048|BN000129|0
048|BN000132|0
048|BN000133|0
048|BN000134|0
048|BN000139|0
048|BN000140|0
048|BN000141|4
048|BN000142|0
048|BN000143|0
048|BN000144|0
048|BN000145|0
048|BN000146|0
048|BN000147|1
048|BN000148|0
048|BN000149|0
048|BN000150|0
048|BN000151|0
048|BN000152|0
048|BN000153|0
048|BN000155|0
048|BN000156|0
048|BN000157|0
048|BN000158|0
048|BN000159|0
048|BN000160|0
048|BN000161|8
048|BN000162|0
048|BN000163|0
048|BN000164|0
048|BN000166|0
048|BN000167|2
048|BN000168|0
048|BN000169|0
048|BN000170|155
048|BN000171|0
048|BN000172|0
048|BN000173|0
048|BN000174|0
048|BN000176|0
048|BN000177|0
048|BN000178|0
048|BN000179|3
048|BN000180|1
048|BN000182|11
048|BN000186|0
048|BN000187|0
048|BN000188|0
048|BN000191|28
048|BN000192|623
048|BN000193|359
048|BN000194|1074
048|BN000195|560
048|BN000196|1109
048|BN000197|615
048|BN000198|238
048|BNOOO181|0
048|L01084|0
048|L01085|0
048|P0600013|3
048|P0600014|3
048|VADHP0002|0
048|VADHP0003|0
048|VAMAYP082|0
048|VAMAYP083|0
