309412|12340511|1|16.01
309412|12266894|1|25.50
309412|12423492|1|15.26
309416|12417009|1|15.01
309416|BN000251|2|0.00
309416|BN000257|2|0.00
309416|BN000263|4|0.00
309416|12342970|1|22.37
309416|12330319|1|5.40
309416|12180615|1|2.91
309416|12003777|1|59.27
309416|12262529|2|10.01
309416|12112702|1|19.86
309418|12354527|1|26.95
309418|12417009|1|15.01
309418|BN000251|1|0.00
309429|12302494|1|15.46
309429|BN000257|2|0.00
309446|12314295|1|22.95
309446|12417009|1|15.01
309446|BN000251|2|0.00
