312391|12307075|1|7.33
312391|12302494|1|15.46
312391|12323614|1|22.02
312391|12341298|1|15.26
312391|12423463|1|27.18
312391|BN000251|3|0.00
312391|12357039|6|9.42
312408|12330319|6|32.46
312408|12302494|4|61.83
312408|12276821|1|18.33
312408|12323614|3|66.04
312408|12266894|4|102.00
312408|12370836|2|53.36
312408|12338581|1|25.15
312408|12423921|1|26.28
312426|12112702|36|693.51
312426|12382649|6|75.26
312426|12417009|30|436.79
312452|12330319|1|5.40
312452|12307075|1|7.33
312452|12339724|3|21.96
312452|12338581|1|25.15
312452|12302494|1|15.46
312452|12276821|1|18.33
312452|12323614|1|22.02
312452|12341298|1|15.26
312452|12370836|1|26.68
312452|12423463|1|27.18
312452|BN000267|2|0.00
312452|12357039|6|9.42
312462|12342970|1|22.37
312462|12266894|1|25.50
312462|12338581|1|25.15
312462|12423921|1|26.28
312462|BN000265|2|0.00
312462|12188190|2|5.99
312462|12180615|6|17.52
312462|12003780|1|21.66
312469|12330319|1|5.40
312469|12266894|1|25.50
312485|12307075|1|7.33
312485|12276821|1|18.33
312485|12354527|1|26.95
312485|12423463|1|27.18
312485|12417009|3|45.03
312491|12340511|1|16.01
312491|12323614|1|22.02
312491|12266894|1|25.50
312491|12354527|1|26.95
312491|12341298|1|15.26
312491|12370836|1|26.68
312491|12374032|1|25.50
312491|12423463|1|27.18
312491|BN000265|2|0.00
312561|12325763|2|8.00
312561|12357039|6|9.42
312561|12276821|1|18.33
312561|12323614|1|22.02
312561|12266894|1|25.50
312561|12380801|1|5.12
312561|3401003361|1|1.13
312561|3401003354|1|1.13
312561|12423463|1|27.18
312561|3401003378|1|1.13
312592|12330319|18|97.39
312592|12180615|6|17.52
312592|12234462|3|23.22
312592|12227325|1|9.45
312592|12077014|2|18.93
312592|12003780|3|64.98
312592|BN000255|4|0.00
312592|BN000265|4|0.00
312592|12112702|3|58.99
312592|12377653|2|11.71
312592|12377462|2|13.81
312592|12423463|2|54.36
312592|12260258|3|43.31
312592|12340511|1|16.01
312592|12342970|1|22.37
312592|12276821|1|18.33
312592|12323614|3|66.04
312592|12266894|2|51.00
312592|12354527|2|53.90
312634|12307075|1|7.33
312634|12357039|6|9.42
312634|12302494|1|15.46
312634|12323614|1|22.02
312683|12341298|1|15.26
312683|12260258|1|14.44
312683|12417009|3|44.58
312691|12340511|1|16.01
312691|12266894|1|25.50
312691|12330319|2|10.82
312691|12325763|2|8.00
312691|12357039|6|9.42
312691|12370836|1|26.68
312691|12380801|2|10.24
312691|12381789|3|9.15
312691|12374032|1|25.50
312691|12342970|1|22.37
312694|12325763|5|20.00
312694|12340511|1|16.01
312694|12374032|1|25.50
312694|12423492|2|30.51
312694|12357039|6|9.42
312704|12330319|1|5.40
312704|12357039|6|9.42
312704|12340511|1|16.01
312704|12276821|1|18.33
312704|12266894|1|25.50
312704|12354527|1|26.95
312704|12112702|3|58.99
312704|12314295|2|45.44
312704|12423463|1|27.18
312730|12330319|1|5.40
312730|12266894|1|25.50
312737|12342970|1|22.37
312762|12180615|3|8.76
312762|12276820|1|16.96
312762|12342970|1|22.37
312762|12262529|2|10.01
312762|3401003361|6|6.80
312762|3401003378|6|6.80
312762|3401003354|6|6.80
312783|12330319|1|5.40
312783|12307075|1|7.33
312783|12423463|1|27.18
312788|12307075|1|7.33
312788|12342970|1|22.37
312788|12266894|1|25.50
312788|12423921|1|26.28
312892|12330319|1|5.40
312892|12357039|6|9.42
312892|12380801|3|15.36
312892|12338582|1|20.96
312901|12323614|1|22.02
312939|12330319|2|10.82
312939|12307075|1|7.33
312939|12341298|1|15.26
313001|12330319|1|5.40
313001|12340511|1|16.01
313001|12370836|1|26.68
313009|12276821|1|18.33
313009|12302494|1|15.46
313009|12330319|1|5.40
313009|12307075|1|7.33
313009|12342970|1|22.37
313043|12357039|12|18.83
313043|12340511|1|16.01
313043|12262529|1|5.00
313043|12374032|1|25.50
313092|12330319|3|16.23
313092|12307075|1|7.33
313092|12188190|2|5.99
313092|12180615|3|8.76
313092|12342970|1|22.37
313095|12112702|6|117.96
313095|12370836|2|53.36
313095|12423463|2|54.36
313095|12338582|1|20.96
313096|12112702|6|117.96
313096|12370836|1|26.68
313096|12423463|2|54.36
313096|12338582|1|20.96
313116|12330319|2|10.82
313116|12302494|1|15.46
313116|12314295|3|68.17
313116|12423921|1|26.28
313116|12417009|3|44.58
313116|12425922|3|53.45
313116|12354527|1|26.95
313116|12357039|12|18.83
313116|12276820|1|16.96
313116|12162636|1|10.20
313116|12340511|1|16.01
313116|12348027|1|17.81
313116|12262529|2|10.01
313116|12112702|3|58.99
313152|12330319|2|10.82
313152|12180615|6|17.52
313152|12380801|5|25.61
313152|12423921|1|26.28
313153|12423463|1|27.18
313153|12330319|5|27.05
313153|12276820|1|16.96
313153|12162636|1|10.20
313153|12323614|1|22.02
313153|12370836|2|53.36
313153|12380801|3|15.36
313167|12330319|2|10.82
313167|12307075|1|7.33
313167|12302494|1|15.46
313167|12266894|1|25.50
313167|12380801|1|5.12
313167|12423463|1|27.18
313167|12423921|1|26.28
313169|12266894|1|25.50
313171|12357039|12|18.83
313171|12302494|2|30.92
313171|12370836|1|26.68
313171|12423463|1|27.18
313177|12330319|2|10.82
313177|12423463|1|27.18
313213|12307075|3|22.00
313213|12357039|56|87.89
313213|12262529|2|10.01
313228|12340511|1|16.01
313228|12370836|1|26.68
313228|12423463|1|27.18
313230|12162636|1|10.20
313257|12188190|2|5.99
313257|12339724|1|7.32
313316|12330319|2|10.82
313316|12307075|1|7.33
313316|12266894|1|25.50
313365|12370836|1|26.68
313372|12370836|1|26.68
313372|12423463|1|27.18
313381|12342970|1|22.37
313381|12323614|2|44.03
313381|12341298|1|15.26
313409|12380801|2|10.24
313409|12338581|1|25.15
313416|12330319|1|5.40
313416|12357039|6|9.42
